,Unnamed: 0,i,j,dist,route
3205,3205,34,37,2185.023,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221333062, 221304243, 221323887]"
3207,3207,34,38,2124.251,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777, 5051267776, 5051267775, 5051267774]"
3209,3209,34,39,1912.133,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778, 5051267777]"
3211,3211,34,40,1800.382,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 5051267779, 5051267778]"
3213,3213,34,41,1658.946,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780]"
3215,3215,34,42,1944.251,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299304, 2210591363, 221299609, 8417400956, 6456379560, 8397495484]"
3217,3217,34,43,1882.524,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299586, 221301342, 221301352, 221301361, 7675630687, 7675630688, 7675630699, 7675630707, 7675630708]"
3219,3219,34,44,1934.58,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 221319014, 221319024, 221327144]"
3221,3221,34,45,1670.713,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512, 221327495]"
3223,3223,34,46,1544.594,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221327512]"
3225,3225,34,47,2233.608,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221302248, 221298876, 221320429]"
3227,3227,34,48,1228.852,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 3703724242, 221318190, 221318186]"
3229,3229,34,49,2101.185,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221319853]"
3231,3231,34,50,2281.656,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314]"
3233,3233,34,51,2417.146,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495]"
3235,3235,34,52,431.553,"[2218015170, 2218015164, 2217993909, 221322754, 2218015046, 221298303]"
3237,3237,34,53,1481.152,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 3703724242, 221318190, 221318186, 8023854732, 8209187767, 8209187735, 221308669, 6864966868]"
3239,3239,34,54,907.758,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733]"
3241,3241,34,55,348.232,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609]"
3243,3243,34,56,1402.875,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 2062512811, 7786446708, 7786446707, 7786446715, 7786446736, 7786446730, 7786446733]"
3245,3245,34,57,1278.922,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8875025733, 8751578236, 8751578244, 6556362348, 6410049278]"
3247,3247,34,58,1379.867,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 7307709774, 7307709765, 7307709764, 221325215, 221331046]"
3249,3249,34,59,1340.367,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221314410, 221336970, 6411450879, 6411450880, 6411450876, 6411450875, 221299256]"
3251,3251,34,60,4643.342,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 221319809, 221305698, 221321148, 221334557, 221332372, 221321294, 221332605, 221321337, 221302033, 7295129646, 221327399, 221333062, 221304243, 221323887, 221330151, 221324425, 6711081323, 221298925, 6721238795, 6721238792, 221315536, 221336154, 3554561964, 221336158, 3554561965, 221320460, 3554561966, 6718684213, 6718684220, 6718684221, 6718710790, 6718710788, 5051268300, 4664649270, 4664649269, 5051268425, 4664257670, 5051268424, 4664257668, 4664257669, 5051268421, 4664257664, 4664257665, 5051268478, 4664257661, 4664257658, 5051268479, 4664257657, 4664257656, 221333210, 4654717393, 4654717390, 4654717391, 5051268487, 4654717432, 6720228423, 6720228424, 2210591345, 221309364, 6562028064, 6562028074, 5051267803, 221304885, 221325858, 221308301, 221321192, 221308118, 221317639, 221328385, 221313590, 221330631, 221335139, 221313549, 221327923, 221313660, 221319928, 2239635533, 2239635593, 2239635603, 2239635623]"
3253,3253,34,61,2876.158,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 8759382923, 8759382929, 8208921157, 221336110, 8208921165, 8208921163, 221314431, 221299237, 221299536, 8049391359, 7174134460, 7241109981, 7241109959, 221327519, 221318999, 8776392434, 8035381157, 8035381156, 5051267780, 2217993838, 221319841, 221327875, 221326466, 221321314, 221326495, 7623939008, 7623939006, 7623939005, 7623939004, 3072514305, 3072514317, 3072514520, 3072514321, 3072514515, 3072514329, 3072514331, 4828035305, 3072514433, 3072514781, 3072514770, 221308215]"
3255,3255,34,62,1599.528,"[2218015170, 2217994136, 2217993846, 2217994046, 221326615, 221319446, 5410768904, 2212132842, 221319439, 221318241, 5410931522, 221308426, 221311605, 221318211, 221318208, 8206742586, 8206742589, 2062512809, 7307709774, 7307709765, 7307709764, 221325215, 221331046, 221323814, 6789356526, 6789356567, 2244353149, 8218358733]"
3257,3257,34,63,3101.567,"[2218015170, 2217994136, 2217993846, 2217994046, 221326609, 221313876, 221317082, 221313030, 221313023, 221312937, 10035830921, 221311796, 10035778613, 221311771, 10035778597, 221331687, 221331674, 221299286, 221299304, 2210591363, 2212132992, 221330557, 221330775, 2210654477, 7263611320, 8011979690, 8011979686, 8011968984, 8396107023, 8011968961, 6965100459]"
69,69,35,0,2205.246,"[6810168787, 6810168786, 4704609189, 2210576555, 221310208, 221319243, 221298887, 221302255, 221321337, 221332605, 221321294, 221332372, 221334557, 221321148, 221305698, 221319809, 8035381157, 8776392434, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
197,197,35,1,1857.513,"[221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
320,320,35,2,2011.638,"[221305061, 221302437, 221325183, 2217684856, 7786446699, 2062512815, 7786446737, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
441,441,35,3,721.835,"[221319475, 221317099, 221319476, 221320236, 221298303, 2218015046, 221322754, 2217993909, 2217993888, 221318810]"
560,560,35,4,377.646,"[221320236, 221298303, 2218015046, 221322754, 2217993909, 2217993888, 221318810]"
677,677,35,5,326.302,"[221298310, 221298303, 2218015046, 221322754, 2217993909, 2217993888, 221318810]"
792,792,35,6,503.204,"[221298350, 221298329, 221298310, 221298303, 2218015046, 221322754, 2217993909, 2217993888, 221318810]"
905,905,35,7,452.335,"[2217994122, 221306028, 221320708, 221322754, 2217993909, 2217993888, 221318810]"
1016,1016,35,8,133.936,"[2218015046, 221322754, 2217993909, 2217993888, 221318810]"
1125,1125,35,9,185.67,"[2217993943, 2217993888, 221318810]"
1232,1232,35,10,475.276,"[2217993816, 2217993943, 2217993888, 221318810]"
1337,1337,35,11,624.756,"[221314437, 221328687, 221333117, 221332021, 221318810]"
1440,1440,35,12,1690.367,"[221325215, 7307709764, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
1541,1541,35,13,2094.656,"[221323785, 6789356541, 6789356538, 221329428, 6789359198, 8178538742, 6789359196, 221323814, 221331046, 221325215, 7307709764, 2062512811, 2062512809, 8206742589, 8206742586, 221318208, 221318211, 221311605, 221308426, 5410931522, 221318241, 221319439, 2212132842, 5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
1640,1640,35,14,1327.691,"[221323303, 221318138, 7241109967, 7241109963, 7241109982, 7174134459, 7174134461, 7174134457, 7174134467, 7174134450, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
1737,1737,35,15,1239.301,"[221318138, 7241109967, 7241109963, 7241109982, 7174134459, 7174134461, 7174134457, 7174134467, 7174134450, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
1832,1832,35,16,1149.249,"[221301713, 221313774, 221328462, 221313030, 221317082, 221313876, 221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
1925,1925,35,17,991.938,"[5410931210, 2207894131, 221313876, 221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
2016,2016,35,18,730.677,"[221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
2105,2105,35,19,824.626,"[221317082, 221313876, 221326609, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
2192,2192,35,20,824.629,"[5410768904, 221319446, 221326615, 2217994046, 2217993846, 2217994136, 2218015170, 2218015164, 2217993909, 2217993888, 221318810]"
2277,2277,35,21,2739.677,"[4705949985, 8205079452, 4704589874, 221325874, 221325877, 221325879, 221306806, 2210576380, 221302173, 2210576296, 2211952224, 221323509, 2210576586, 2210576159, 4704639847, 2210576738, 4704639844, 221298902, 221298898, 221298892, 221302050, 7295129646, 221302033, 221321337, 221332605, 221321294, 221332372, 221334557, 221321148, 221305698, 221319809, 8035381157, 8776392434, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2360,2360,35,22,1655.081,"[221326414, 221323303, 221318138, 7241109967, 7241109963, 7241109982, 7174134459, 7174134461, 7174134457, 7174134467, 7174134450, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2441,2441,35,23,1661.401,"[8433686888, 221298857, 7805312035, 221327495, 221327512, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2520,2520,35,24,1759.985,"[221298868, 221321123, 221302227, 221321148, 221305698, 221319809, 8035381157, 8776392434, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2597,2597,35,25,1452.914,"[7805312040, 221327495, 221327512, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2672,2672,35,26,1265,"[221327512, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2745,2745,35,27,1329.295,"[221319014, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
2816,2816,35,28,1470.497,"[221321148, 221305698, 221319809, 8035381157, 8776392434, 221318999, 221327519, 7241109959, 7241109981, 7174134460, 8049391359, 221299536, 7174134448, 221299515, 221299503, 221299455, 221299181, 221332078, 6944732727, 6944732755, 2218014972, 2218015174, 221332021, 221318810]"
